strat,ticker,oos_total,oos_sharpe,oos_maxdd,bh_total,bh_sharpe,bh_maxdd,beats_return,beats_sharpe
g028,ETH,-0.40936105927594024,-0.23112642906943506,-0.6394151313273767,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,False
g028,SOL,-0.530551658419995,-0.16484951128776187,-0.7065271289461293,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,False,False
g029,BTC,-0.1686704011884762,-0.20582605505490317,-0.29046685317440935,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g029,ETH,-0.511415792217152,-0.7825789202729869,-0.6049283462890999,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,False,False
g029,SOL,-0.5399448943078777,-0.5841421311801455,-0.6249603913058557,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,False,False
g030,BTC,-0.028339602535979558,0.15798165574722342,-0.42052964716331986,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g030,ETH,-0.40936105927594024,-0.23112642906943506,-0.6394151313273767,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,False
g030,SOL,-0.530551658419995,-0.16484951128776187,-0.7065271289461293,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,False,False
g031,BTC,-0.15258072293027125,-0.061140437272877095,-0.5398457683229758,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g031,ETH,-0.4499249209302171,-0.34010771321249056,-0.6345777373133208,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,False,False
g031,SOL,0.014776287788278886,0.29036104509175215,-0.5424919599028659,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,True
g032,BTC,-0.028339602535979558,0.15798165574722342,-0.42052964716331986,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g032,ETH,-0.40936105927594024,-0.23112642906943506,-0.6394151313273767,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,False
g032,SOL,-0.530551658419995,-0.16484951128776187,-0.7065271289461293,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,False,False
g033,BTC,0.13174291706311747,0.32411641853254514,-0.39958325320994326,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g033,ETH,0.15057041353898715,0.35210716479041504,-0.48071517066107894,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,True
g033,SOL,-0.6631201569454804,-0.5953915611635743,-0.7902246231948578,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,False,False
g034,BTC,-0.15258072293027125,-0.061140437272877095,-0.5398457683229758,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g034,ETH,-0.4499249209302171,-0.34010771321249056,-0.6345777373133208,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,False,False
g034,SOL,0.014776287788278886,0.29036104509175215,-0.5424919599028659,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,True
